Age,Salary,Experience,Education_Level,Job_Satisfaction,Department,Work_Life_Balance,Annual_Bonus,Commute_Time,Work_Hours_Per_Week,Promotions_Last_5_Years,Training_Hours_Last_Year,Overtime_Hours_Per_Week,Performance_Score
37,28609.73,14,PhD,4,Finance,4,4066.29,77,52,2,76,3,47.72
58,55908.1,48,Master,2,Operations,5,3448.18,21,26,2,80,13,44.34
66,62439.86,23,High School,4,Engineering,4,3692.6,39,22,4,68,7,38.66
37,40525.23,14,Master,3,HR,5,3827.96,50,42,2,44,17,33.56
39,54368.04,32,Bachelor,1,Marketing,1,7885.15,71,41,4,71,11,23.74
45,44546.4,5,PhD,2,Marketing,3,4852.03,74,58,1,46,8,20.54
57,47239.51,22,Bachelor,5,HR,4,3365.28,111,32,2,89,11,27.29
66,12682.67,28,PhD,4,Engineering,5,4517.01,91,28,1,11,2,44.17
24,46673.28,43,Associate,2,Operations,4,6328.79,39,53,0,37,18,55.51
18,64540.54,12,Bachelor,2,Marketing,4,7906.13,83,31,4,38,13,18.33
49,40528.96,18,Bachelor,2,Operations,4,6083.36,76,53,4,88,4,29.35
30,50787.9,36,Bachelor,4,Operations,2,4951.33,100,52,3,44,11,58.34
47,38660.74,31,High School,5,Finance,3,8453.71,38,54,2,49,5,55.1
40,55406.63,13,PhD,2,Marketing,3,4560.72,15,47,3,34,4,35.95
68,46752.15,20,PhD,2,Engineering,5,4436.36,114,58,3,60,8,56.93
36,35911.38,45,PhD,2,Sales,1,2693.84,7,22,1,4,17,32.45
49,69988.27,36,High School,4,Finance,1,3776.11,97,31,4,76,16,56.32
47,63933.98,7,PhD,3,Finance,1,2681.07,14,32,1,44,0,34.69
46,40926.4,23,Bachelor,5,Sales,4,2390.34,86,22,4,37,13,33.92
66,57466.82,34,Master,2,Finance,5,4837.38,86,37,4,29,18,49
62,58061.18,32,Associate,2,Finance,4,4014.47,16,45,3,12,5,53.91
46,59634.52,21,PhD,2,Finance,2,7408.76,95,29,1,14,0,41.63
47,24586.16,6,High School,4,Marketing,5,5609.82,55,23,1,82,4,9.77
33,65099.1,16,High School,3,Marketing,5,6384.69,87,56,4,37,5,33.17
57,41454.52,35,PhD,2,HR,5,5948,109,31,1,95,1,44.59
36,44632.58,47,Master,2,HR,2,2840.57,101,35,2,98,13,45.39
35,89568.23,20,PhD,4,Marketing,5,4593.66,93,36,1,83,5,29.08
18,54528.1,42,High School,5,Finance,2,5844.54,112,59,0,83,13,58.88
31,44205.16,41,Associate,5,Engineering,1,1515.1,63,50,1,76,12,44.1
68,16920.58,11,Master,3,Sales,5,1468.49,6,45,2,89,8,34.21
64,70846.46,32,PhD,5,HR,4,5374.32,6,21,1,47,10,40.42
67,29821.85,14,Associate,2,Finance,3,4510.11,9,48,2,80,11,61.96
19,34948.42,24,PhD,4,HR,2,-1965.54,26,49,0,93,11,38.73
45,45029.72,44,Master,2,Operations,1,1409.92,37,30,3,3,1,43.48
66,71246.18,39,High School,2,Engineering,1,3043.12,112,56,4,7,8,58.9
67,61598.6,43,Master,3,Operations,3,6002.01,73,53,4,72,17,46.28
47,47632.44,31,Bachelor,5,Finance,5,4006.18,32,26,4,85,12,39.43
55,54624.38,17,PhD,5,Marketing,4,7298.1,62,58,0,11,2,52.07
68,40994.21,25,Associate,5,Engineering,3,3551.5,18,48,0,18,13,57.68
21,52094.81,9,Associate,2,HR,5,3888.41,108,52,2,96,18,30.61
18,51100.05,22,Master,4,Finance,5,9626.57,111,46,0,63,3,28.53
25,64531.55,45,Master,4,Operations,2,6695.83,54,35,3,3,13,54.24
46,64507.67,48,Master,2,Finance,4,7111.01,78,36,2,1,4,49.26
56,57409.66,35,Associate,1,Sales,4,3516.2,45,30,3,63,16,36.89
20,44564.79,37,High School,2,Sales,2,4519.55,19,33,3,70,1,30.51
49,61127.33,17,Associate,5,Operations,5,5057.73,78,32,1,2,10,33.83
27,48620.47,28,High School,2,Sales,5,4543.09,72,54,4,71,17,41.25
27,33771.28,1,Master,1,Marketing,4,5333.18,47,45,3,8,10,21.79
36,43950.68,9,Bachelor,2,Finance,4,5313.48,59,44,4,20,17,36.72
63,51267.9,49,Associate,5,Finance,4,4623.23,53,59,2,84,14,67.32
51,63653.24,13,Master,3,HR,4,4490.62,22,31,4,55,3,44.04
50,47247.08,47,Associate,4,Marketing,5,7773.19,85,23,0,95,6,49.49
40,31862.02,32,Master,1,Sales,4,3269.35,99,46,4,64,16,43.44
45,50851.13,28,Associate,3,Finance,5,4082.82,101,27,0,85,1,34.04
49,51701.84,31,PhD,4,Sales,2,2127.1,29,27,1,65,5,38.31
67,52787.56,8,Associate,3,Engineering,1,3162.04,16,48,1,61,3,33.33
24,63798.07,8,PhD,2,Marketing,2,4046.67,59,22,3,72,14,18.54
46,65283.85,34,High School,2,Sales,2,5216.89,51,40,0,58,15,52.09
25,41086.84,23,Associate,4,Marketing,3,6674.34,89,50,0,78,0,47.78
18,40757.85,10,High School,4,Operations,2,6713.26,85,32,4,79,11,25.89
20,34397.02,37,Bachelor,2,Finance,3,7705.39,88,50,1,43,18,79.04
41,60482.24,48,PhD,2,Engineering,3,3012.61,97,36,0,73,14,54.84
40,71732.3,25,Associate,4,HR,3,3290.58,71,51,2,8,12,28.56
25,45273.77,33,High School,4,Engineering,2,2816.44,75,43,1,79,5,46.24
64,46378.54,45,Master,4,Marketing,1,8563.56,68,21,3,11,1,62.61
54,72001.74,4,High School,5,Engineering,3,6115.45,64,22,3,41,4,25.44
20,57583.37,7,Associate,5,Finance,4,6765.78,101,45,1,84,15,14.06
68,56543.54,33,Bachelor,2,Marketing,4,2692.63,94,21,0,29,11,27.9
50,32136.25,2,PhD,5,Marketing,5,4985.12,88,52,3,26,14,37.34
45,60180.92,48,Master,1,Finance,4,6116.23,47,53,1,57,19,49.16
64,36062.95,46,High School,2,Operations,4,2150.79,41,45,4,76,3,58.6
25,32989.7,32,Associate,1,Sales,3,4010.58,36,53,0,54,10,41.35
51,44798.43,5,Associate,3,HR,2,5870.11,103,57,1,91,11,56.08
52,41213.11,46,PhD,1,Operations,4,657.04,89,33,4,55,9,60.87
49,46676,17,Master,3,Operations,2,7967.38,56,50,2,22,1,38.56
41,28385.28,12,High School,1,Engineering,1,6334.97,57,39,3,26,15,30.04
31,64382.24,12,High School,3,Operations,4,2711.54,109,29,1,85,2,36.9
49,66915.29,35,High School,3,HR,1,4903.43,60,39,0,52,7,49.69
63,20789.86,21,PhD,2,HR,1,5952.11,76,52,4,12,16,54.27
60,64676.87,21,PhD,4,Operations,5,5260.86,6,21,1,40,14,50.01
33,37842.07,2,Master,4,Finance,2,4883.27,119,31,1,94,7,16.78
21,62854.63,21,High School,2,Sales,2,4770.7,52,35,4,87,1,40.82
69,48973.3,15,High School,3,HR,5,6550.64,20,28,1,16,9,36.16
54,50431.63,11,Master,4,Marketing,3,6631.8,95,30,0,78,16,12.45
38,47223.54,10,Master,4,Operations,5,6398.24,40,40,3,39,3,21.92
31,68181.94,18,Master,1,Sales,5,6412.12,14,31,0,61,10,22.02
48,31406.18,23,Associate,5,Finance,5,5963.62,96,23,0,15,4,49.7
65,59117.61,31,Master,2,Operations,1,6183.76,85,45,3,6,19,52.55
35,66519.95,26,Bachelor,5,HR,2,8360.86,93,38,1,48,6,36.96
24,60745.1,2,PhD,3,Operations,3,4774.74,83,36,4,60,4,38.65
27,84870.48,39,Master,1,Finance,4,1603.79,22,20,4,77,6,28.42
24,42065.8,7,Associate,4,Engineering,4,7483.76,96,27,2,98,16,18.55
50,64359.57,24,Bachelor,1,Finance,4,5904.83,6,49,0,86,1,47.4
40,48408.64,39,Associate,2,Marketing,3,6057.3,44,43,3,9,0,48.77
38,68501.09,32,Associate,3,Finance,4,3262.5,46,36,4,64,15,45.97
36,49884.67,26,Associate,1,Sales,3,1677.38,99,49,3,74,11,49.28
65,44181.86,23,Associate,1,Engineering,4,5567.26,99,28,4,40,3,34.31
36,69591.08,14,High School,1,Operations,4,4479.84,29,21,3,3,19,7.78
53,42626.57,29,PhD,4,Operations,3,4963.15,5,45,0,36,19,53.67
46,28809.11,25,High School,3,Marketing,2,3950.65,86,51,2,18,15,28.88
35,42247.3,31,Bachelor,4,Engineering,3,5111.04,20,46,2,42,1,48.72
19,59285.49,2,High School,1,Marketing,3,3652.7,46,30,0,37,18,26.33
18,70880.58,2,Bachelor,4,Operations,5,7997.26,41,20,1,86,12,26.76
64,51666.94,23,Master,4,Engineering,1,4611.09,109,56,1,23,18,53
22,69772.96,47,Bachelor,2,HR,1,6720.75,110,37,3,76,15,65.68
37,29627.38,11,High School,5,Finance,2,5948.91,41,27,0,95,14,14.59
28,43351.05,29,High School,5,Sales,2,7596.49,75,46,0,64,16,56.96
59,45671.37,42,Bachelor,2,Sales,2,5357.11,10,37,3,85,7,46.53
19,48281.61,35,High School,2,HR,1,6840.97,82,28,3,48,2,35.26
20,51261.42,49,Bachelor,4,Engineering,2,6443.37,26,21,4,95,9,41.57
40,60363.66,9,Associate,4,Finance,2,8101.3,118,36,2,47,6,45.38
29,43327.9,32,PhD,3,HR,3,6421.97,99,30,4,12,9,26.82
37,52085.43,30,Bachelor,5,Engineering,3,3447.93,113,25,3,99,7,58.76
22,49323.16,15,Associate,4,Finance,1,4632.44,78,24,3,46,2,3.26
54,36111.65,14,Associate,3,Engineering,3,2566.46,50,31,3,20,4,35.6
55,48295,17,Associate,5,Sales,2,4378.47,44,54,4,79,16,53.54
47,47845.11,22,Associate,3,Finance,3,2243.02,58,43,2,8,10,53.43
26,47523.79,30,Bachelor,3,Sales,5,6506.58,50,49,3,67,14,29.02
51,50476.39,17,High School,2,Sales,3,1404.71,40,36,1,88,10,19
61,51135.1,16,Associate,1,Finance,1,2866.25,45,55,2,79,0,61.81
52,43515.57,8,Master,1,HR,2,5639.5,106,25,1,73,12,32.63
69,69090.72,39,Associate,1,Engineering,2,6606.05,102,51,1,73,10,41.95
39,32457.79,31,High School,3,Finance,1,979.94,71,53,2,94,6,44.01
61,39185.45,12,High School,4,Operations,3,5748.14,27,35,1,24,0,31.81
41,91699.45,33,PhD,1,Sales,2,6288.86,47,26,0,72,8,51.24
34,34430.13,12,PhD,4,Engineering,2,1636.37,65,51,4,27,7,34.28
27,29693.68,25,Associate,5,Finance,5,1415.76,21,36,3,77,9,34.37
47,61017.15,38,Associate,1,HR,1,5022.32,97,51,0,4,8,51.34
63,18843.2,48,PhD,3,Finance,3,5937.64,69,33,3,73,2,73.91
40,46470.89,18,Associate,2,Finance,3,4068.42,7,45,3,37,5,48.68
49,82187.37,19,Master,3,Marketing,2,5415.04,82,28,0,27,9,43.31
34,26825.96,3,Bachelor,4,Operations,4,5013.26,79,32,3,73,8,27.62
67,20270.53,35,PhD,5,Engineering,5,8998.17,34,44,2,32,10,58.62
68,27512.28,5,PhD,3,Finance,5,519.54,25,31,4,47,2,27.31
34,63475.39,35,High School,2,Sales,5,4060.05,20,35,3,83,7,50.91
31,66871.65,27,Associate,2,Sales,2,4219.88,114,49,4,63,12,39.24
26,42311.17,37,PhD,5,Marketing,1,1575.23,66,40,1,94,14,30.99
57,60248.19,46,PhD,1,Sales,1,5715.19,64,43,3,6,2,56.53
19,70853.83,21,Master,3,Finance,5,3874.75,119,24,1,90,6,26.93
62,76810.2,16,Associate,3,Engineering,4,3213.34,13,52,4,7,18,61.66
42,46304.97,28,Bachelor,2,Marketing,4,2496.64,70,50,0,13,0,55.87
56,15477.92,25,Master,4,Operations,3,5196.6,30,28,4,7,8,31.82
26,37686.82,33,Bachelor,3,Marketing,4,5970.98,110,54,2,2,2,57.19
39,43597.94,17,High School,2,HR,5,4644.8,71,27,2,3,15,5.54
60,46115.92,43,PhD,4,HR,3,6821.72,19,30,4,19,10,56.97
63,47182.11,30,Master,1,Engineering,5,5747.73,16,36,4,62,16,42.02
21,66783.42,41,Bachelor,1,Engineering,1,8621.46,23,35,1,76,14,27.26
43,69116.43,4,Associate,2,Marketing,5,2817.6,109,39,1,69,13,19.3
46,47424.9,2,High School,2,Finance,3,2162.8,18,46,3,3,8,48.35
62,66477.27,9,High School,1,Finance,5,6208.29,19,33,1,20,9,41.12
51,55364.92,31,PhD,2,HR,2,4454.41,91,41,0,85,12,51.88
40,50967.59,25,PhD,5,Engineering,3,2322.14,15,26,0,42,5,46.1
54,63598.16,37,Bachelor,3,Engineering,4,3020.78,67,30,1,50,12,45.25
28,51083.78,36,Bachelor,5,Finance,1,6493.63,47,36,4,82,12,55.88
23,80867.17,5,High School,4,HR,4,6893.97,71,32,4,86,12,20.88
35,28423.83,24,Bachelor,2,Finance,5,6541.74,47,36,0,16,13,6.1
38,42272.44,24,PhD,2,Finance,4,5198.35,5,30,4,3,17,52.38
59,48102.22,29,High School,4,Marketing,3,4541.23,8,23,2,31,4,12.81
53,56591.79,45,High School,3,Engineering,2,4634.1,89,35,4,28,6,50.43
58,69019.41,31,Associate,1,Marketing,4,5511.78,29,50,0,94,19,60.83
55,49634.02,37,Associate,5,Marketing,5,5341.11,88,40,3,84,0,28.7
51,28666.56,19,Bachelor,3,Finance,4,3037.62,78,52,1,49,12,45.05
34,62637.71,23,Bachelor,1,HR,4,7031.02,86,32,1,73,16,33.37
54,61324.38,35,PhD,1,Finance,3,5091.92,101,48,3,40,1,62.78
42,20872.12,6,PhD,2,Operations,5,574.18,57,34,2,36,12,34.93
55,49942.94,6,Associate,4,HR,5,2495.85,39,29,2,45,15,18.7
29,26147.87,37,High School,2,Engineering,2,4169.77,29,52,3,9,13,42.01
40,40030.23,30,Master,4,Operations,3,5420.39,7,34,4,99,6,31.08
59,36457.87,1,Master,2,Operations,3,5015.45,55,32,0,91,19,13.23
39,62138.97,8,Bachelor,5,Operations,1,3608.26,54,54,2,83,1,32.09
38,51752.45,28,Master,2,Sales,2,7467.71,17,40,2,22,17,57.03
44,30716.13,25,Master,5,Engineering,2,6500.59,39,49,3,3,11,51.15
48,63200.99,33,Associate,3,Finance,5,4931.08,93,26,3,57,6,46.36
23,28492.91,38,High School,3,HR,5,1872.11,59,43,2,55,18,31.7
44,54951.71,14,PhD,2,Operations,2,4388.56,22,35,4,48,5,15.6
57,37789.84,11,Associate,3,Sales,3,4245.93,55,24,1,25,8,38.68
51,44514.84,2,PhD,1,Operations,1,1637.06,34,25,1,42,19,37.09
29,57564.06,30,Associate,5,HR,5,6042.23,44,21,1,85,3,34.93
62,57821.74,30,Associate,4,HR,1,5376.11,114,22,1,45,19,51
24,70054.54,4,Master,5,Sales,2,3061.24,34,29,2,27,2,18.86
27,48766.19,13,PhD,2,Sales,3,5496.31,62,43,2,8,8,33.26
62,54596.76,7,Associate,3,Engineering,1,6955.15,92,52,1,84,4,36.48
34,43433.94,38,Master,3,Marketing,4,6021.54,94,39,1,4,3,49.66
43,52729.85,3,Bachelor,1,Operations,2,3829.21,69,41,4,19,18,29.44
38,56592.29,9,PhD,3,Sales,3,9793.65,101,51,4,40,4,43.46
45,48525.35,14,Associate,2,Operations,2,5872.17,76,49,4,81,15,48.52
63,22943.74,11,Bachelor,2,Marketing,2,3748.89,16,22,0,95,15,30.37
19,54972.06,37,Master,4,Marketing,1,8258.97,12,23,4,62,1,39.74
60,55468.42,14,Associate,5,Marketing,1,1405.2,79,23,4,88,4,28.44
18,39797.4,19,Master,5,Marketing,4,2666.74,82,58,2,53,15,57.46
68,30734.19,8,Master,5,Sales,5,4013.21,22,50,1,43,1,59.92
53,72138.19,7,Master,4,Operations,4,6948.62,112,28,4,39,12,34.75
68,57371.68,7,PhD,4,HR,3,3675.73,108,49,4,3,18,37.21
43,46563.78,3,Bachelor,4,Operations,3,4747.28,69,48,4,76,13,37.15
46,32944.51,3,Bachelor,1,Operations,2,3159.48,89,44,2,67,3,21.27
38,37672.78,18,High School,4,Sales,1,6402.52,14,58,0,25,9,48.59
28,69538.86,45,Associate,3,Sales,2,5952,41,54,3,0,9,31.99
57,52064.93,33,Master,1,Finance,5,2095.5,33,44,1,77,13,41.02
28,41741.19,37,Associate,3,Finance,2,4906.21,50,56,2,53,15,53.78
53,57645.34,28,Bachelor,5,Engineering,3,5504.74,108,55,2,79,10,67.13
66,37784.03,36,Bachelor,2,Marketing,3,4622.49,92,30,2,33,0,54.17
56,72512.65,16,Master,5,Marketing,4,4859.31,48,45,4,4,17,41.01
57,70292.01,15,PhD,4,Finance,2,3620.16,40,44,2,94,19,33.86
52,43001.39,29,Master,2,HR,1,6661.12,22,40,3,80,10,41.78
51,40569.95,18,Master,5,Engineering,5,3472.17,83,21,2,88,1,16.43
64,10728,49,High School,1,Operations,5,6886.43,36,29,0,27,8,51.63
41,27776.29,46,PhD,4,HR,1,4996.22,106,58,1,16,10,81.83
39,29907.95,46,Associate,5,Finance,5,4006.98,111,54,4,21,6,58.77
22,52027.86,19,PhD,2,Operations,1,4878.79,113,52,1,83,14,41.97
50,45106.49,29,Master,3,HR,1,5170.07,24,50,1,45,19,31.9
53,29819.97,6,Master,5,Marketing,4,4308.59,38,23,2,40,15,43.55
64,45782.54,45,Master,1,Finance,2,4240.89,77,22,2,80,4,66.31
37,57580.06,47,Master,2,Operations,3,2995.51,45,24,4,45,14,47.15
36,57917.59,27,Master,5,HR,3,7876.32,102,36,4,3,5,46.24
52,21504.95,7,PhD,3,Engineering,2,3380.18,39,32,1,10,16,26.31
69,48076.05,27,Master,4,Engineering,5,2565.42,61,20,4,57,11,40.64
60,29249.89,19,Bachelor,4,Sales,1,5865.53,31,58,2,38,18,78.74
34,63525.93,17,Bachelor,4,Operations,3,1225.58,110,42,3,13,9,31.92
62,61762.2,41,High School,2,Finance,4,5052.95,22,44,2,31,12,75.5
60,36529.59,11,Associate,3,Finance,5,2773.98,25,50,1,80,0,64.84
51,38509.32,5,Bachelor,3,Operations,4,5883.5,22,32,2,26,4,35.92
26,43080.99,2,High School,5,Finance,3,4615.56,31,20,0,45,8,16.7
43,16208.1,47,PhD,4,Marketing,2,3225.07,99,53,3,85,14,45.65
19,55039.52,12,Associate,2,Marketing,2,4653.07,32,48,3,1,16,36.89
26,45907.33,42,Master,4,Finance,4,5875.01,101,50,2,62,0,50.15
26,64552.63,42,Master,4,Operations,5,4102.64,19,27,4,77,4,39.74
57,33523.86,11,PhD,5,HR,3,4259.95,49,21,1,44,5,27.73
34,40713.16,10,Associate,5,Marketing,1,6854.91,51,31,4,37,6,31.81
18,27402.12,28,Bachelor,5,Operations,2,5830.41,40,52,2,2,10,46.17
42,34935.64,7,Associate,1,Finance,4,4052.59,23,49,1,99,17,35.77
60,32270.27,14,High School,1,Marketing,3,5161.96,103,46,3,38,8,55.47
57,64939.61,13,PhD,2,Operations,5,4360.23,100,44,1,69,13,41.91
59,39526.07,5,Bachelor,2,Sales,1,7071.73,49,57,0,86,9,42.2
42,51862.64,42,Associate,5,Engineering,1,1590.68,107,52,2,56,16,44.36
56,44288.55,8,Associate,3,Sales,2,6097.01,61,57,2,20,5,42.3
52,30958.02,1,Bachelor,2,Finance,1,5963.89,80,35,4,68,6,30.15
20,47475.49,5,High School,1,Operations,3,3531.89,33,51,0,60,4,4.62
67,58986.55,11,High School,1,Engineering,2,3186.74,102,43,4,74,2,48.23
54,31883.61,43,Associate,4,HR,2,7309.45,20,21,0,25,16,56.26
61,62136.69,48,Master,5,Finance,2,4576.81,26,21,3,44,6,74.1
61,37254.19,10,Bachelor,3,HR,3,7873.11,76,39,1,14,0,30.5
68,42755.24,15,High School,5,HR,4,2968.13,59,46,3,85,14,46.32
47,57960.25,39,High School,1,Marketing,1,4825.07,16,41,1,67,5,54.84
55,40048.46,47,High School,3,Marketing,1,3862.22,102,58,4,44,16,63.35
51,50563.62,29,PhD,2,Engineering,4,4150.92,20,38,0,24,10,38.41
29,45279.64,25,Master,4,Engineering,2,5684.97,59,26,1,78,19,18.11
36,51940.52,48,High School,1,Operations,5,3496.07,51,22,3,33,10,44.62
54,14288.91,6,Master,4,Marketing,3,4648.05,77,53,2,4,16,53.9
61,22554.77,11,Associate,5,Engineering,2,3482.9,31,42,2,2,10,41.85
66,59239.51,17,Associate,3,Operations,2,6211.97,115,24,2,82,13,38.08
34,65557.72,15,PhD,5,Sales,2,8843.77,103,22,4,54,12,31.86
27,36342.7,16,Master,4,Finance,1,7591.76,15,43,3,60,3,42.04
66,46339.57,2,Bachelor,1,Sales,1,3070.93,87,46,1,4,15,42.98
64,54420.79,36,PhD,4,Finance,5,4048.28,99,53,3,82,4,47.33
29,60398.26,19,High School,1,Operations,3,4895.97,19,40,3,71,0,39.09
33,19584.84,38,Associate,4,Marketing,2,916.56,57,31,4,84,13,36.03
41,36709.4,21,Associate,5,Sales,1,4892.28,95,51,1,71,12,37.2
36,45011.31,11,Bachelor,4,HR,4,5952.43,37,41,1,67,16,23
25,60547.1,41,PhD,2,Sales,1,4966.85,75,53,3,19,14,49.23
48,87476.46,3,Master,5,Engineering,2,4804.22,91,42,3,35,6,28.72
38,46579.91,34,Associate,4,Sales,2,3685.98,104,20,2,69,15,34.47
34,28895.34,18,High School,4,Marketing,1,4304.65,26,23,3,55,5,19.32
40,56034.02,15,Bachelor,3,Marketing,4,4047.83,69,36,0,82,4,43.75
54,69814.94,25,Bachelor,5,Engineering,4,2920.35,62,45,2,5,3,44.09
33,51620.21,15,Bachelor,3,Finance,2,6853.4,31,50,0,54,8,31.04
23,36400.27,30,High School,5,Engineering,1,8156.37,79,58,3,87,10,29.3
25,64369.91,17,Bachelor,1,Operations,3,3773.38,119,56,3,60,12,55.72
42,59953.18,18,Master,5,Finance,3,2971.14,16,59,4,4,2,31.06
35,34608.79,31,Master,5,Marketing,2,3486.7,64,52,3,28,0,51.07
42,55721.38,43,PhD,4,Marketing,4,3047.39,89,47,4,67,3,60.82
29,64958.98,18,PhD,2,Operations,3,4055.61,76,29,4,89,14,26.32
32,67728.35,35,Master,5,Finance,1,5531.07,81,55,1,57,3,54.69
43,49003.27,13,High School,3,Sales,5,7403.89,105,28,4,57,0,36.26
58,44628.81,14,PhD,2,Sales,5,1820.76,37,45,1,51,10,51.71
62,68409.11,36,Bachelor,5,Engineering,4,6891.34,118,53,1,18,1,65.14
43,31847.59,18,Master,2,Marketing,5,4993.22,70,33,2,17,6,32.77
64,56578.69,5,Associate,1,Sales,1,744.31,13,45,1,69,14,36.1
49,29449.6,14,High School,2,Marketing,2,2482.22,81,56,2,30,6,65.09
27,65980.64,25,High School,1,Engineering,2,6013.39,30,50,2,0,7,51.84
33,46129.32,44,Master,2,HR,1,3285.02,49,57,2,5,16,48.52
24,69028.75,39,Associate,2,Marketing,2,4224.8,59,47,3,36,2,49.4
34,57371.19,12,High School,3,HR,1,4741.9,115,59,4,1,11,44.45
40,31651.7,40,PhD,3,Marketing,1,7365.16,56,36,4,57,5,47.32
43,71369.42,28,Associate,4,Finance,5,2448.97,13,31,0,36,13,57.86
38,73268.68,35,Bachelor,2,Operations,5,6286.33,83,46,0,47,0,46.97
39,63234.3,1,PhD,1,HR,4,7546.57,11,20,3,86,6,20.08
24,38576.18,3,Associate,2,Finance,5,3045.22,111,59,1,43,5,41.13
31,45409.79,43,Master,5,Operations,2,6562.29,61,52,0,43,0,43.55
32,52181.41,7,High School,1,Finance,5,3950.19,61,32,0,26,14,20.93
24,39444.34,9,PhD,5,Engineering,1,3615.71,41,24,2,90,15,37.5
26,75385.2,36,Master,4,Engineering,5,4338.69,77,56,0,36,11,49.11
68,52164.9,23,Associate,5,Sales,2,5458.13,82,59,4,87,8,48.66
65,9449.78,24,Bachelor,4,HR,4,3506.24,34,47,2,90,16,53.15
25,55090.34,10,High School,4,Sales,3,6830.83,55,43,3,94,4,32.03
67,44777.64,48,High School,4,HR,1,4129.06,51,39,3,29,0,73.97
40,48876.1,12,PhD,5,Engineering,2,927.77,116,59,3,87,19,53.98
46,44470.71,19,Master,4,Engineering,2,4856.35,88,56,2,64,4,48.95
35,62105.7,32,Associate,4,Operations,3,2441.83,115,39,0,95,14,59.68
48,66795.32,24,Associate,3,Operations,4,4475.26,58,42,0,14,16,56.76
47,54245.8,22,Master,2,Engineering,1,5736.54,27,22,4,23,0,38.28
69,44910.33,3,High School,4,HR,4,3685.3,83,24,2,10,9,24.23
56,49379.94,40,Master,1,Engineering,3,1564.53,62,34,2,49,5,68.91
52,50293.99,27,Associate,1,Sales,1,2989.61,60,24,4,29,17,51.78
35,37963.55,19,Master,3,Finance,5,7597.1,35,53,0,17,5,30.09
59,58683.93,9,High School,5,Operations,4,5379.71,72,58,0,32,3,40.55
56,56900.63,49,PhD,5,HR,5,6716.36,93,58,1,2,5,52.66
34,73106.62,13,High School,5,Finance,1,8329.56,66,42,1,65,6,23.86
31,68830.25,2,Bachelor,4,Sales,3,9123.11,119,36,1,10,14,38.49
48,39714.88,36,Bachelor,5,Marketing,5,5423.62,87,28,1,84,15,45.8
41,62304.48,29,Master,5,Operations,5,4434.15,64,23,0,22,5,30.75
52,35735.7,11,High School,2,Engineering,2,3749.18,41,49,3,55,12,48.76
61,60438.98,34,High School,4,Operations,1,5202.03,38,33,2,64,7,57.81
62,42250.79,4,Associate,4,Operations,3,5922.48,5,49,1,51,0,54.56
51,34651.2,4,PhD,1,Operations,2,6408.54,45,50,3,6,2,44.1
20,54200.68,1,High School,1,Sales,4,2968.79,99,20,1,90,14,21.2
54,9881.49,25,Master,2,Marketing,3,2995.85,108,46,4,80,13,39.67
60,23735.37,26,Associate,3,HR,2,4517.97,48,21,1,34,7,41.18
57,47337.62,11,Associate,4,Sales,4,5004.61,39,59,4,15,19,46.89
43,51236.63,23,Master,1,HR,3,8232.02,31,29,2,50,13,13.13
40,44460.22,2,Master,5,Finance,2,281.3,25,43,1,52,10,35.18
61,26308.46,19,High School,4,Finance,3,3785.87,76,39,4,66,19,27.22
56,37731.62,29,High School,4,HR,5,6691.18,86,35,2,75,1,53.41
32,55868.14,40,Associate,4,Finance,2,2997.3,27,57,1,51,1,49.54
66,58726.73,4,Associate,1,Finance,5,4957.43,45,37,1,85,16,33.31
21,49756.65,16,PhD,2,Engineering,2,6921.61,104,54,0,83,14,31.79
46,67352.51,47,Associate,1,HR,5,6324.85,97,49,3,96,0,51.2
39,55960.96,37,Master,5,HR,1,6365.29,84,56,3,70,14,51.71
42,38788.17,27,Master,5,Marketing,5,4594.23,54,24,2,54,4,46.37
30,45792.47,5,PhD,3,Operations,1,5242.04,78,56,4,36,1,24.16
35,28957.01,15,Bachelor,1,Engineering,3,5332.95,85,30,3,6,4,30.61
50,48377.92,23,Bachelor,1,Sales,4,3936.59,26,23,4,22,7,57.31
33,66681.51,49,Master,3,Engineering,4,6666.86,44,56,4,0,12,51.08
62,60279.35,3,Bachelor,3,Sales,4,2386.1,6,30,3,11,7,32.84
59,71030.14,18,Bachelor,4,HR,1,3665.46,46,31,3,96,3,48.62
61,45456.72,43,PhD,4,Engineering,4,6680.33,34,47,4,14,10,81.75
19,70191.5,26,Associate,5,Marketing,4,1050.72,48,45,4,57,11,53.42
52,47100.44,6,Associate,2,Operations,5,5285.83,107,53,1,26,3,39
59,72073.78,44,Bachelor,5,Finance,4,7205.21,107,20,1,79,11,52.93
51,49672.15,17,High School,1,Sales,1,3470.21,113,25,4,78,18,32.02
47,60608.47,46,PhD,2,Finance,5,5826.14,87,52,3,48,5,69.72
30,72126.69,38,Bachelor,4,Operations,1,5248.03,14,43,1,62,8,45.11
30,47098.59,42,High School,3,HR,2,6310.76,88,53,4,50,19,68.92
35,53275.83,48,High School,3,HR,4,5027.87,67,27,4,23,17,26.7
49,69332.95,27,PhD,5,HR,1,7294.84,28,35,2,56,14,49.83
49,48004.95,20,Associate,1,Finance,1,5745.34,10,35,2,44,18,46.58
52,30186.62,6,Master,1,Operations,5,6726.06,49,35,4,49,7,8.01
56,82145.11,35,High School,3,HR,2,6619.56,22,53,4,32,4,39.85
